year,date,ticker,name,status
2016,20160701,005930,삼성전자,ok
2016,20160701,015760,한국전력,ok
2016,20160701,005380,현대차,ok
2016,20160701,090430,아모레퍼시픽,ok
2016,20160701,012330,현대모비스,ok
2016,20160701,035420,NAVER,ok
2016,20160701,000660,SK하이닉스,ok
2016,20160701,028260,삼성물산,ok
2016,20160701,032830,삼성생명,ok
2016,20160701,033780,KT&G,ok
2016,20160701,055550,신한지주,ok
2016,20160701,017670,SK텔레콤,ok
2016,20160701,051900,LG생활건강,ok
2016,20160701,005490,POSCO홀딩스,ok
2016,20160701,000270,기아,ok
2016,20160701,051910,LG화학,ok
2016,20160701,034730,SK,ok
2016,20160701,002790,아모레퍼시픽홀딩스,ok
2016,20160701,096770,SK이노베이션,ok
2016,20160701,000810,삼성화재,ok
2016,20160701,105560,KB금융,ok
2016,20160701,003550,LG,ok
2016,20160701,018260,삼성에스디에스,ok
2016,20160701,010130,고려아연,ok
2016,20160701,011170,롯데케미칼,ok
2016,20160701,034220,LG디스플레이,ok
2016,20160701,008930,한미사이언스,ok
2016,20160701,066570,LG전자,ok
2016,20160701,035250,강원랜드,ok
2016,20160701,010950,S-Oil,ok
2016,20160701,021240,코웨이,ok
2016,20160701,009540,HD한국조선해양,ok
2016,20160701,030200,KT,ok
2016,20160701,128940,한미약품,ok
2016,20160701,006400,삼성SDI,ok
2016,20160701,047810,한국항공우주,ok
2016,20160701,086790,하나금융지주,ok
2016,20160701,000030,우리은행,ok
2016,20160701,086280,현대글로비스,ok
2016,20160701,023530,롯데쇼핑,ok
2016,20160701,161390,한국타이어앤테크놀로지,ok
2016,20160701,024110,기업은행,ok
2016,20160701,004020,현대제철,ok
2016,20160701,001040,CJ,ok
2016,20160701,018880,한온시스템,ok
2016,20160701,001800,오리온홀딩스,ok
2016,20160701,036570,NC,ok
2016,20160701,088350,한화생명,ok
2016,20160701,027410,BGF,ok
2016,20160701,097950,CJ제일제당,ok
2016,20160701,005830,DB손해보험,ok
2016,20160701,000120,CJ대한통운,ok
2016,20160701,139480,이마트,ok
2016,20160701,029780,삼성카드,ok
2016,20160701,032640,LG유플러스,ok
2016,20160701,078930,GS,ok
2016,20160701,004800,효성,ok
2016,20160701,002380,KCC,ok
2016,20160701,012750,에스원,ok
2016,20160701,007070,GS리테일,ok
2016,20160701,009830,한화솔루션,ok
2016,20160701,009240,한샘,ok
2016,20160701,009150,삼성전기,ok
2016,20160701,000720,현대건설,ok
2016,20160701,036460,한국가스공사,ok
2016,20160701,000100,유한양행,ok
2016,20160701,069960,현대백화점,ok
2016,20160701,007310,오뚜기,ok
2016,20160701,051600,한전KPS,ok
2016,20160701,012630,HDC,ok
2016,20160701,016360,삼성증권,ok
2016,20160701,004990,롯데지주,ok
2016,20160701,000210,DL,ok
2016,20160701,008770,호텔신라,ok
2016,20160701,138930,BNK금융지주,ok
2016,20160701,047050,포스코인터내셔널,ok
2016,20160701,037620,미래에셋증권,ok
2016,20160701,000880,한화,ok
2016,20160701,012450,한화에어로스페이스,ok
2016,20160701,006800,미래에셋증권,ok
2016,20160701,005940,NH투자증권,ok
2016,20160701,071050,한국금융지주,ok
2016,20160701,047040,대우건설,ok
2016,20160701,011210,현대위아,ok
2016,20160701,004370,농심,ok
2016,20160701,034020,두산에너빌리티,ok
2016,20160701,006280,녹십자,ok
2016,20160701,005300,롯데칠성,ok
2016,20160701,010060,OCI홀딩스,ok
2016,20160701,161890,한국콜마,ok
2016,20160701,010140,삼성중공업,ok
2016,20160701,000150,두산,ok
2016,20160701,000240,한국앤컴퍼니,ok
2016,20160701,204320,HL만도,ok
2016,20160701,028050,삼성E&A,ok
2016,20160701,003520,영진약품,ok
2016,20160701,003490,대한항공,ok
2016,20160701,030000,제일기획,ok
2016,20160701,011070,LG이노텍,ok
2016,20160701,004170,신세계,ok
2016,20160701,005440,현대지에프홀딩스,ok
2016,20160701,006260,LS,ok
2016,20160701,120110,코오롱인더,ok
2016,20160701,111770,영원무역,ok
2016,20160701,011780,금호석유화학,ok
2016,20160701,000080,하이트진로,ok
2016,20160701,006120,SK디스커버리,ok
2016,20160701,005610,삼립,ok
2016,20160701,000670,영풍,ok
2016,20160701,010780,아이에스동서,ok
2016,20160701,114090,GKL,ok
2016,20160701,014820,동원시스템즈,ok
2016,20160701,001740,SK네트웍스,ok
2016,20160701,003450,현대증권,ok
2016,20160701,006650,대한유화,ok
2016,20160701,017800,현대엘리베이터,ok
2016,20160701,192820,코스맥스,ok
2016,20160701,064350,현대로템,ok
2016,20160701,073240,금호타이어,ok
2016,20160701,105630,한세실업,ok
2016,20160701,192400,쿠쿠홀딩스,ok
2016,20160701,057050,현대홈쇼핑,ok
2016,20160701,001120,LX인터내셔널,ok
2016,20160701,002620,제일파마홀딩스,ok
2016,20160701,042670,HD현대인프라코어,ok
2016,20160701,010120,LS ELECTRIC,ok
